,工商银行,招商银行,中国平安,贵州茅台,宁德时代,比亚迪,中国石油,紫金矿业,企业债指数,国债ETF,十年国债ETF,短债ETF,五年地债ETF,活跃国债ETF,沪深300ETF,中证500ETF,创业板ETF,上证50ETF,银行ETF,证券ETF,医药ETF,红利ETF,黄金ETF,能源化工ETF,豆粕ETF,十年国债期货,五年国债期货,沪深300股指期货,中证500股指期货,上证50股指期货
工商银行,1.0,0.441006617970663,0.37840446887478,0.1016496426562324,-0.09969033704172817,-0.019672215888649484,0.5042948884200631,0.11375656341368391,0.09091693549559213,-0.015665335804443698,-0.048519255430708216,-0.07502379187899166,-0.05565878058760836,0.019781981820885686,0.27902317559918904,0.08988934048474347,-0.07083027833948058,0.3634892573450177,0.7790965487048633,0.29231767867089986,0.03313441499075517,0.632595870449397,0.0002265303103371168,-0.01922138738831804,0.06736958590503264,-0.0435435761127159,-0.013965682300693423,0.25918109408068485,0.08735686846651353,0.3574789972002521
招商银行,0.441006617970663,1.0,0.675830147610851,0.4894979166431206,0.29466632122605885,0.30791692672932836,0.37838315957469,0.31190125249296113,0.17895771641894243,-0.2391990845882643,-0.3183594843933188,-0.24341479903820668,-0.13686656008156153,-0.30785604295836044,0.7067735267985854,0.45372292929175834,0.3978577824228278,0.7757644225581095,0.8212303905432349,0.6038150407992035,0.3169439079470777,0.5080072036185059,-0.077361957502051,0.1555306799213598,0.10534437232568925,-0.29750176234652465,-0.23783503111099452,0.7049322353944892,0.45485404586146955,0.7625820391682169
中国平安,0.37840446887478,0.675830147610851,1.0,0.4523034281844368,0.2999965064115836,0.4097193661810628,0.34563078385504736,0.40266590772024663,0.22311817061504277,-0.15071983199707195,-0.24084138119394388,-0.26063535337731253,-0.12297506188899554,-0.25560719204176424,0.7454589956297222,0.5292876973112876,0.45255341831792645,0.7980168685970275,0.6834945776117967,0.6135377017106963,0.3651779084294186,0.5121809964203546,-0.04065788261230055,0.11966517001464655,0.05971400683678527,-0.22940120947060003,-0.18453376904394755,0.7217861051357242,0.529691080752233,0.7830826435629702
贵州茅台,0.1016496426562324,0.4894979166431206,0.4523034281844368,1.0,0.4643561025852941,0.3687631949868847,0.09942083987034604,0.2501028399524022,0.13097134466490756,-0.14204717207873085,-0.16483323547138481,-0.1034149755630451,-0.11692302713362263,-0.17017630294999483,0.6532133208549598,0.3964529481197773,0.48220258712205794,0.7169511282588718,0.37565061820576995,0.40914919705894465,0.4540382860025997,0.16445893910916118,-0.033245048895765086,0.11154393779789358,0.10053005793884683,-0.1650697216043571,-0.1306282899348307,0.6717725501628978,0.4058918874232681,0.7251789943394548
宁德时代,-0.09969033704172817,0.29466632122605885,0.2999965064115836,0.4643561025852941,1.0,0.5830451747923681,-0.0747556664745765,0.09842976502976615,0.05192540183387803,-0.15143143498078382,-0.16465651662213715,-0.04921925208573056,-0.03549452775549693,-0.1012015038160378,0.5312554141615529,0.4476105937818851,0.7431166461655533,0.4691137429672779,0.12182763010478526,0.30043019850842284,0.4257513655857494,-0.03560279948762235,-0.07642262348485837,0.11787241853863405,0.04938215981500331,-0.08561529765323554,-0.07265383749330852,0.5452189647779294,0.4635137257699246,0.4660128820407925
比亚迪,-0.019672215888649484,0.30791692672932836,0.4097193661810628,0.3687631949868847,0.5830451747923681,1.0,0.058925267085860475,0.19151624250679405,0.13085297028866386,-0.07380521554355686,-0.14507277957007123,-0.06974459748088889,-0.04323180442626129,-0.12477966209239566,0.5252745739915416,0.4467964070683831,0.5417855209521962,0.4789766935415407,0.18603398681292577,0.2907815090999398,0.30825925761149336,0.07093616365988034,-0.06523352270873978,0.09875199395664926,0.1015448361116212,-0.13532084557162036,-0.060076805926815996,0.5173376328582138,0.4469947917846498,0.45944457029704167
中国石油,0.5042948884200631,0.37838315957469,0.34563078385504736,0.09942083987034604,-0.0747556664745765,0.058925267085860475,1.0,0.3222691738680384,0.12352842503907895,-0.09092439485754043,-0.1568421185684735,-0.15049021053028744,-0.08901813236719258,-0.12041096149796147,0.32311883347718523,0.19691259683525003,0.031378817123557036,0.37995767204032765,0.544854198602936,0.2648086285650563,0.012191603774213688,0.561914372616075,-0.0046106637877555146,0.21070741400198542,0.07816154174279309,-0.2119399156387494,-0.18772963191861572,0.311939578384487,0.1961662036488662,0.3803918989876706
紫金矿业,0.11375656341368391,0.31190125249296113,0.40266590772024663,0.2501028399524022,0.09842976502976615,0.19151624250679405,0.3222691738680384,1.0,0.07754111539595186,-0.12757991834486446,-0.19759572816357512,-0.15502324405066198,-0.11830997273965829,-0.17750050099819478,0.44846465625398535,0.3477046219529226,0.25605323992096657,0.461633202715816,0.29540270395457924,0.27140838015962737,0.19591510834127526,0.3256040268484947,0.31077697977596247,0.27813819913161497,-0.06454314954719852,-0.243229242601824,-0.1734428729161234,0.4463900574300494,0.35483798569560615,0.46393541681409317
企业债指数,0.09091693549559213,0.17895771641894243,0.22311817061504277,0.13097134466490756,0.05192540183387803,0.13085297028866386,0.12352842503907895,0.07754111539595186,1.0,-0.015980690741197894,-0.049966099021766595,-0.06080025975932593,0.03934993262862373,-0.06496146636331789,0.2091410095761529,0.16258183058068987,0.15618258227282478,0.19673164949153024,0.15441378654884355,0.09190336429041368,0.14202712702652937,0.0964653337069131,0.014243272715228319,-0.1813067129726085,0.0686615270329818,-0.03148838735998453,-0.05639361873318979,0.20070494046440823,0.14649986344711302,0.18926410435680147
国债ETF,-0.015665335804443698,-0.2391990845882643,-0.15071983199707195,-0.14204717207873085,-0.15143143498078382,-0.07380521554355686,-0.09092439485754043,-0.12757991834486446,-0.015980690741197894,1.0,0.8082364335010055,0.397605403784682,0.31059213611755104,0.7957397173218603,-0.2446587060508827,-0.22029385666074222,-0.24002328720531266,-0.2569578232195777,-0.15755031985885073,-0.23234632479597941,-0.15217485186779434,-0.1267182436458893,0.06472172444156088,-0.0489058401405605,-0.0043404955807132325,0.6124000868191241,0.6186626957461161,-0.25931757696406815,-0.23390723029043145,-0.26907997357507446
十年国债ETF,-0.048519255430708216,-0.3183594843933188,-0.24084138119394388,-0.16483323547138481,-0.16465651662213715,-0.14507277957007123,-0.1568421185684735,-0.19759572816357512,-0.049966099021766595,0.8082364335010055,1.0,0.44766687917505066,0.338929087490305,0.7816327043864844,-0.33274792920850454,-0.31183187365441506,-0.3066687183451645,-0.3371431656627895,-0.2324131900806954,-0.2659562926575312,-0.20855461524750044,-0.1446432554674497,0.05817391873340666,-0.07063023494888726,-0.03679275778457737,0.6766825765824801,0.6516035478708623,-0.3493578222470277,-0.3176289346391039,-0.33896409526093635
短债ETF,-0.07502379187899166,-0.24341479903820668,-0.26063535337731253,-0.1034149755630451,-0.04921925208573056,-0.06974459748088889,-0.15049021053028744,-0.15502324405066198,-0.06080025975932593,0.397605403784682,0.44766687917505066,1.0,0.5962086303686418,0.4166893218248075,-0.22361077380426408,-0.1555078361154817,-0.1048633064646575,-0.2414803348326178,-0.22310629999168663,-0.20285538228520605,-0.06337429327066756,-0.15881796884594424,0.0324052890219585,-0.03244436725814187,-0.10977466202277712,0.3090280015294105,0.2768895633426358,-0.21711292108512734,-0.1768840682804033,-0.23262256198996548
