date,工商银行,招商银行,中国平安,贵州茅台,宁德时代,比亚迪,中国石油,紫金矿业,企业债指数,国债ETF,十年国债ETF,短债ETF,五年地债ETF,活跃国债ETF,沪深300ETF,中证500ETF,创业板ETF,上证50ETF,银行ETF,证券ETF,医药ETF,红利ETF,黄金ETF,能源化工ETF,豆粕ETF,十年国债期货,五年国债期货,沪深300股指期货,中证500股指期货,上证50股指期货
2025-01-02,6.4113188,35.98389804,48.48859774,1434.961728,251.58125796,89.3022377,8.30822442,14.8471785,293.8703,141.411,136.248,118.299,107.452,117.535,3.909,5.637,2.019,2.667,1.451,1.106,0.351,3.279,5.977,1.467,1.841,109.18,106.605,3817.8,5485.2,2619.8
2025-01-03,6.32646311,36.12405864,48.0965582,1422.4251,250.46324866,89.18035711,8.3840121,15.22862775,293.9085,141.787,136.569,118.437,107.786,117.839,3.869,5.523,1.978,2.641,1.442,1.076,0.348,3.248,6.029,1.448,1.816,109.44,106.97,3779.0,5387.6,2592.2
2025-01-06,6.36417675,36.4884762,48.13480596,1388.67264,249.6077285,89.36153096,8.44085286,15.15038175,294.037,141.789,136.654,118.621,107.645,117.898,3.853,5.51,1.976,2.63,1.455,1.077,0.349,3.248,5.99,1.436,1.826,109.47,106.85,3762.0,5370.2,2580.2
2025-01-07,6.4411989,36.3483156,47.97225298,1388.8655112,242.5107999,90.26740021,8.37453864,15.6687615,294.094,141.558,136.477,118.531,107.535,117.747,3.88,5.568,1.99,2.645,1.464,1.089,0.344,3.234,6.0,1.424,1.795,109.38,106.735,3789.6,5423.0,2596.6
2025-01-08,6.5085956,36.70338912,48.0965582,1391.08353,238.51513188,88.66977626,8.5734813,15.50248875,294.1368,141.603,136.463,118.518,107.582,117.742,3.874,5.545,1.968,2.651,1.475,1.077,0.341,3.228,6.03,1.427,1.794,109.425,106.705,3781.2,5402.8,2598.4
2025-01-09,6.4604551,36.441756,47.62802314,1392.530064,240.44977406,88.73895173,8.35559172,15.570954,294.1781,141.298,136.28,118.306,107.433,117.484,3.866,5.541,1.971,2.638,1.465,1.073,0.341,3.184,6.065,1.448,1.774,109.19,106.46,3772.2,5390.2,2582.2
2025-01-10,6.4219427,36.42306792,46.8056963,1384.815216,239.156772,87.62885014,8.2892775,15.79591125,294.1966,141.209,136.129,118.507,107.537,117.432,3.823,5.459,1.938,2.615,1.456,1.054,0.336,3.151,6.105,1.445,1.803,109.16,106.47,3728.0,5316.2,2561.2
2025-01-13,6.354546,36.50716428,46.46146646,1392.51077688,240.04145762,87.622262,8.40295902,16.04043,294.2865,141.039,136.057,118.105,107.4,117.371,3.808,5.468,1.942,2.607,1.436,1.057,0.338,3.124,6.12,1.482,1.859,109.0,106.315,3724.0,5337.0,2558.0
2025-01-14,6.3641741,37.2359994,47.19773584,1420.01421,249.0730284,91.0151541,8.4313794,16.05021075,294.287,141.111,136.196,118.144,107.626,117.318,3.906,5.655,2.036,2.652,1.459,1.103,0.346,3.174,6.068,1.475,1.866,109.14,106.52,3816.8,5525.0,2600.0
2025-01-15,6.3834303,37.97417856,46.95868734,1418.82805212,243.89129834,90.48480883,8.39348556,15.4340235,294.3029,141.267,136.443,118.285,107.573,117.603,3.883,5.61,1.999,2.646,1.471,1.09,0.343,3.183,6.102,1.489,1.879,109.32,106.525,3794.6,5481.8,2596.2
