,工商银行,招商银行,中国平安,贵州茅台,宁德时代,比亚迪,中国石油,紫金矿业,企业债指数,国债ETF,十年国债ETF,短债ETF,五年地债ETF,活跃国债ETF,沪深300ETF,中证500ETF,创业板ETF,上证50ETF,银行ETF,证券ETF,医药ETF,红利ETF,黄金ETF,能源化工ETF,豆粕ETF,十年国债期货,五年国债期货,沪深300股指期货,中证500股指期货,上证50股指期货
工商银行,1.0,0.42735709936038674,0.3677775537317151,0.09829093193076337,-0.09711786485292447,-0.019130397962540187,0.49105038269797424,0.11083336059726898,0.006035520786226343,-0.00553538978327285,-0.019140006155007414,-0.03708240755361389,-0.024024993289464926,0.00718387478645607,0.2650571085280159,0.08512179641027362,-0.06821375445406788,0.34670953239411373,0.7437856113249366,0.28331719046530324,0.03195820045914234,0.5961237805105349,0.00020995128480928737,-0.018536665191760327,0.06498470435873056,-0.023891033375005973,-0.00586311545319646,0.2469274760406429,0.08280414201376084,0.3415899803191984
招商银行,0.42735709936038674,1.0,0.6629225049935814,0.477699385884291,0.2897162140985833,0.30220422024983984,0.3718514897346486,0.3066954942124731,0.011989929494536403,-0.08530298936247882,-0.1267482514671167,-0.12142612322716675,-0.05962428423567615,-0.11283215351522112,0.6776035795176383,0.43363023142927987,0.38670260834757586,0.7467931045840892,0.7912573247218643,0.590633411379941,0.30851881635138495,0.48314356978801365,-0.07236289040420607,0.1513767523037086,0.1025545298729037,-0.16473907490194392,-0.10077164534303783,0.6778127092493108,0.435134286565697,0.7354233304535557
中国平安,0.3677775537317151,0.6629225049935814,1.0,0.44270748169962715,0.295829612257764,0.40330778064812234,0.3406695285994297,0.3971168224292767,0.014992853150436148,-0.053908628851851055,-0.0961697396229154,-0.13040121023584803,-0.053731136059542946,-0.09395965438823362,0.7168071426936931,0.5073454517449468,0.4411662089570335,0.7704876099791352,0.6604971548506845,0.6019196009049711,0.35652245773438157,0.48855441323731597,-0.038143132795634895,0.11681376504029747,0.05830460650496302,-0.12740484102806784,-0.07841904076716198,0.6960717389087211,0.508226199984984,0.7574283843592234
贵州茅台,0.09829093193076337,0.477699385884291,0.44270748169962715,1.0,0.4555701265226362,0.36114059635269413,0.09749378567186885,0.24539780877316764,0.008755970035842445,-0.05054743355014285,-0.06548332872662438,-0.05147666050771426,-0.050826201923148094,-0.062236628674974204,0.6249024545030144,0.37807874014639187,0.46767112910024844,0.6886868233271464,0.3611591473430799,0.39935356661158594,0.44101514494790056,0.15607221640045602,-0.031029673921749754,0.10833052938121192,0.09765651491098941,-0.09120870284086288,-0.055228283872171074,0.6445348005854772,0.38745689560401814,0.6978431616296842
宁德时代,-0.09711786485292447,0.2897162140985833,0.295829612257764,0.4555701265226362,1.0,0.5752669347185627,-0.07385537191283097,0.09730092536502448,0.0034974080986439303,-0.05429014739015402,-0.06590272203171178,-0.02468313998003668,-0.01554488359147871,-0.03728828468474176,0.5120342735733606,0.4300603727193274,0.7261167898033155,0.4539926712897499,0.11800455517738317,0.2954322580909429,0.41663480072800996,-0.03404009213064992,-0.0718638769542839,0.11533352155231233,0.04832967049894465,-0.047660511212255986,-0.03094719775483995,0.5270278146392066,0.44577333596234153,0.4518028835466825
比亚迪,-0.019130397962540187,0.30220422024983984,0.40330778064812234,0.36114059635269413,0.5752669347185627,1.0,0.058111781912312394,0.18898215449268088,0.008797812294060492,-0.026412937095165307,-0.05796088697442873,-0.03491408215233717,-0.018899664537941285,-0.04589378809917384,0.5053667949655295,0.42851240977285365,0.5284471315165009,0.46271089872899507,0.17987463707507104,0.2854340479182243,0.30112047213988963,0.06770160071795635,-0.061232810538316425,0.0964525897488913,0.09920333166214361,-0.0751963376910079,-0.025544315398618664,0.499184756949875,0.42911985800572683,0.4446403394042231
中国石油,0.49105038269797424,0.3718514897346486,0.3406695285994297,0.09749378567186885,-0.07385537191283097,0.058111781912312394,1.0,0.3184232085674912,0.008316273731362839,-0.03258223175194753,-0.0627454958423326,-0.07543433602487414,-0.03896726960870632,-0.04434522779416712,0.3112815363587732,0.18910281600559037,0.0306465423806018,0.36753722372074754,0.5275075795093649,0.26028065292517516,0.01192492782573442,0.5369973533811127,-0.004333587613793662,0.20607181750265688,0.07645964848491099,-0.11792761321042287,-0.07992654255158513,0.3013897578102899,0.18856934905389952,0.3686190384325237
紫金矿业,0.11083336059726898,0.3066954942124731,0.3971168224292767,0.24539780877316764,0.09730092536502448,0.18898215449268088,0.3184232085674912,1.0,0.0052233179875311895,-0.04574412022721839,-0.07909516884364663,-0.07775175373142475,-0.051819760656591676,-0.06540832075530235,0.4322866873538496,0.33410848934626985,0.25022329649557123,0.446802609075136,0.2861642776249217,0.2669227305627151,0.19174118129032133,0.3113467398041874,0.2922708611472864,0.27217734496034895,-0.06317451033007063,-0.13541634559537083,-0.07388685942760312,0.4315439893739958,0.3412947205018931,0.4498384569655065
企业债指数,0.006035520786226343,0.011989929494536403,0.014992853150436148,0.008755970035842445,0.0034974080986439303,0.008797812294060492,0.008316273731362839,0.0052233179875311895,1.0,-0.00039041314326440863,-0.0013627737940037127,-0.0020777568872028316,0.0011743402993985123,-0.0016310420546015282,0.013735951943049749,0.010644492964958297,0.01039934504027183,0.012973848409349611,0.010192082930934954,0.006158424744877268,0.009470975107036643,0.006284948874673266,0.0009126881046200241,-0.012088742931030095,0.004579110368105178,-0.0011944875967611884,-0.0016368792202456144,0.01322039847137049,0.00960091462814048,0.012503834880072087
国债ETF,-0.00553538978327285,-0.08530298936247882,-0.053908628851851055,-0.05054743355014285,-0.05429014739015402,-0.026412937095165307,-0.03258223175194753,-0.04574412022721839,-0.00039041314326440863,1.0,0.11733438205298417,0.07232361266905821,0.049337707371341584,0.10634544976179,-0.08553005961480521,-0.07677041599104299,-0.08506782045790072,-0.09019759713320588,-0.05535217653787556,-0.08287290712863264,-0.05401381074010772,-0.0439448676358127,0.022075025716506044,-0.01735667452361242,-0.001540797302141453,0.12365309936094482,0.09558266582484766,-0.09091948662591519,-0.0815938775033335,-0.0946226027899344
