date,工商银行,招商银行,中国平安,贵州茅台,宁德时代,比亚迪,中国石油,紫金矿业,企业债指数,国债ETF,十年国债ETF,短债ETF,五年地债ETF,活跃国债ETF,沪深300ETF,中证500ETF,创业板ETF,上证50ETF,银行ETF,证券ETF,医药ETF,红利ETF,黄金ETF,能源化工ETF,豆粕ETF,十年国债期货,五年国债期货,沪深300股指期货,中证500股指期货,上证50股指期货
2024-01-02,4.29039821,24.3069435,35.83216851,1567.46033238,148.82335801,62.6722326,6.42884886,11.99916798,279.9287,133.252,124.73,108.878,102.252,110.905,3.453,5.497,1.806,2.327,1.042,0.891,0.407,2.97,4.666,1.629,2.135,102.725,102.42,3388.2,5394.2,2294.0
2024-01-03,4.33518316,24.47439525,35.7686202,1575.823172,147.8459426,62.85771117,6.55490472,12.03759606,279.9865,133.217,124.411,109.035,102.312,110.93,3.443,5.49,1.787,2.332,1.046,0.892,0.405,3.01,4.663,1.634,2.134,102.815,102.495,3383.0,5388.6,2300.0
2024-01-04,4.37996811,24.50964825,35.3147037,1552.567222,143.4807864,62.80890102,6.68996457,12.01838202,280.0308,133.32,124.659,109.3,102.372,111.097,3.413,5.446,1.754,2.314,1.048,0.884,0.401,3.034,4.651,1.627,2.143,102.815,102.465,3350.2,5347.8,2282.2
2024-01-05,4.36205413,24.93268425,35.37825201,1547.32067968,143.1961023,62.69826468,6.74398851,11.97995394,280.0807,133.457,125.017,109.571,102.552,111.34,3.396,5.376,1.728,2.303,1.058,0.877,0.393,3.044,4.664,1.62,2.11,102.95,102.545,3334.2,5282.2,2270.4
2024-01-08,4.37101112,24.79167225,34.90617885,1529.30196962,142.34205,61.6309494,6.72598053,11.8166346,280.1858,133.423,124.83,109.545,102.668,111.439,3.349,5.25,1.699,2.278,1.05,0.86,0.389,3.015,4.65,1.6,2.077,102.925,102.485,3279.6,5130.6,2240.8
2024-01-09,4.37101112,24.82692525,34.84263054,1526.520558,141.1084189,62.75683686,6.71697654,11.94152586,280.214,133.444,124.982,109.793,102.699,111.45,3.357,5.262,1.706,2.28,1.056,0.858,0.39,3.038,4.649,1.592,2.08,103.105,102.585,3292.4,5155.0,2246.8
2024-01-10,4.34414015,24.72116625,34.33424406,1526.985677,142.96835502,61.92055629,6.67195659,11.79742056,280.2567,133.427,124.941,109.956,102.716,111.498,3.341,5.249,1.698,2.27,1.049,0.854,0.386,3.023,4.631,1.566,2.065,102.965,102.485,3278.2,5138.8,2235.4
2024-01-11,4.28144122,25.0120035,34.88802219,1531.70198366,146.91597454,64.03240878,6.50988477,11.66292228,280.282,133.46,124.862,109.871,102.783,111.47,3.36,5.312,1.732,2.275,1.048,0.862,0.39,2.995,4.631,1.575,2.06,102.99,102.6,3297.6,5209.6,2243.0
2024-01-12,4.30831219,25.1530155,34.52488899,1528.43684828,146.73567461,63.73629387,6.50988477,11.7205644,280.3389,133.417,124.729,109.91,102.824,111.415,3.349,5.292,1.714,2.272,1.058,0.853,0.384,3.01,4.646,1.578,2.026,102.77,102.435,3286.4,5188.6,2239.2
2024-01-15,4.35309714,25.35572025,34.65198561,1525.59032,143.9552599,63.32628861,6.59992467,11.64370824,280.4497,133.373,124.748,109.774,102.776,111.328,3.345,5.279,1.698,2.272,1.062,0.852,0.385,3.024,4.673,1.582,2.018,102.83,102.42,3280.2,5178.2,2239.2
2024-01-16,4.37996811,25.67299725,35.1331371,1525.06008434,148.93723165,63.5508153,6.60892866,11.71095738,280.4911,133.282,124.711,109.665,102.807,111.292,3.367,5.274,1.708,2.284,1.075,0.863,0.385,3.034,4.677,1.591,2.024,102.78,102.355,3301.4,5173.4,2251.4
2024-01-17,4.33518316,25.72587675,34.50673233,1466.985326,144.46769128,60.7849068,6.4828728,11.2402134,280.5197,133.379,124.858,109.8,102.844,111.434,3.292,5.141,1.656,2.234,1.066,0.847,0.376,2.997,4.631,1.579,2.005,102.935,102.455,3222.4,5017.8,2200.2
2024-01-18,4.34414015,26.0695935,35.39640867,1498.49248706,146.71669567,61.98238248,6.47386881,11.37471168,280.5516,133.35,124.95,109.866,102.906,111.442,3.268,5.146,1.683,2.274,1.071,0.855,0.381,2.972,4.616,1.597,1.987,102.855,102.44,3249.2,5045.0,2226.0
2024-01-19,4.37996811,26.20179225,35.5870536,1520.93913,146.9918903,61.61142534,6.42884886,11.45156784,280.5877,133.575,125.016,110.048,102.929,111.557,3.275,5.106,1.669,2.282,1.072,0.846,0.381,2.95,4.643,1.596,1.994,102.995,102.56,3242.0,4950.8,2238.6
2024-01-22,4.37996811,26.66008125,35.84124684,1527.450796,147.71309002,60.30982134,6.34781295,11.22099936,280.6902,133.637,125.127,110.175,102.899,111.648,3.206,4.87,1.623,2.261,1.065,0.828,0.374,2.881,4.625,1.624,2.001,103.125,102.6,3179.0,4645.6,2200.4
2024-01-23,4.37996811,26.43093675,35.73230688,1506.055322,146.05243277,61.12657785,6.31179699,11.08650108,280.7531,133.559,125.066,110.089,102.886,111.588,3.228,4.948,1.642,2.258,1.067,0.845,0.375,2.768,4.632,1.63,2.002,103.02,102.525,3212.2,4800.4,2219.0
2024-01-24,4.45162403,26.51906925,36.46765161,1512.566988,145.64438556,61.4031687,6.53689674,11.25942744,280.8066,133.512,125.079,110.084,102.866,111.548,3.279,5.018,1.65,2.295,1.083,0.887,0.379,2.836,4.626,1.653,2.022,103.06,102.56,3264.0,4890.2,2257.8
2024-01-25,4.48745199,27.2329425,37.35732795,1523.729844,147.086785,61.7936499,7.19418801,11.5764591,280.8897,133.682,125.089,110.372,103.06,111.631,3.335,5.166,1.675,2.347,1.098,0.89,0.382,2.908,4.605,1.64,2.007,103.15,102.725,3334.2,5060.0,2314.8
2024-01-26,4.55910791,27.426834,37.44811125,1523.09728216,142.34205,60.47902986,7.6533915,11.73977844,280.9425,133.775,125.18,110.448,103.05,111.66,3.329,5.109,1.637,2.35,1.117,0.89,0.371,2.949,4.625,1.648,1.976,103.095,102.7,3327.6,4992.6,2315.8
2024-01-29,4.62180684,27.62953875,37.20299634,1534.8927,139.51418794,58.06455444,7.5633516,11.75899248,281.0837,133.821,125.25,110.544,103.131,111.699,3.299,5.013,1.58,2.342,1.127,0.875,0.36,2.964,4.634,1.658,1.939,103.21,102.755,3294.0,4893.2,2305.0
2024-01-30,4.59493587,27.321075,36.48580827,1500.473894,133.56429025,55.95920997,7.5633516,11.70135036,281.1303,134.167,125.599,110.91,103.355,111.96,3.243,4.911,1.544,2.306,1.115,0.864,0.353,2.93,4.647,1.649,1.934,103.45,102.92,3237.4,4767.8,2271.4
2024-01-31,4.63076383,27.06549075,36.77631483,1492.94826858,143.85087573,55.55571273,7.52733564,11.56685208,281.1824,134.2,125.804,111.26,103.584,112.147,3.222,4.783,1.533,2.292,1.115,0.855,0.341,2.934,4.653,1.651,1.97,103.57,102.915,3212.0,4657.4,2255.6
