,工商银行,招商银行,中国平安,贵州茅台,宁德时代,比亚迪,中国石油,紫金矿业,企业债指数,国债ETF,十年国债ETF,短债ETF,五年地债ETF,活跃国债ETF,沪深300ETF,中证500ETF,创业板ETF,上证50ETF,银行ETF,证券ETF,医药ETF,红利ETF,黄金ETF,能源化工ETF,豆粕ETF,十年国债期货,五年国债期货,沪深300股指期货,中证500股指期货,上证50股指期货
工商银行,1.0,0.5378018961854116,0.3031623651002856,0.19386501137863893,0.014712371492255854,-0.0740346479905718,0.40716302473448795,0.19211740614418205,0.08049436352959802,-0.0039048549291128987,0.0393180251565184,0.009424015502291811,-0.012787076045244398,0.06570678780529837,0.17458388655226462,-0.092840813851811,-0.06434605859169858,0.3755833353112843,0.7539879069542303,-0.021224310740951033,-0.08557839130410447,0.5504171676284577,0.04403501661756628,0.08872588504503952,0.05531872285478482,0.033319819866890504,0.04437071670162353,0.1696388948679304,-0.09166108382700025,0.354400711960325
招商银行,0.5378018961854116,1.0,0.7751381146914023,0.5644828227213401,0.46961928582955903,0.39863659052088,0.39980791581407565,0.3339523017725506,0.1195434377030542,-0.1913289932927867,-0.1541216706566319,-0.17833740848659016,-0.1726000304333855,-0.09118246272006872,0.6361723222964587,0.3640059185380589,0.45660953533890414,0.7446450150959872,0.849237367852054,0.42363984013269085,0.42971933241847554,0.5728340160935929,0.09379089662440261,0.29734019640073867,0.04071489966955205,-0.15969340691767114,-0.14198980731125052,0.6224683823101551,0.3313794283333136,0.7000393090800344
中国平安,0.3031623651002856,0.7751381146914023,1.0,0.6712076221056233,0.6129424334925712,0.5460415163025674,0.32331631322816035,0.3066471021444173,0.13274142730982705,-0.24075507969596519,-0.2056462143887268,-0.24633596042045744,-0.20089570907990878,-0.1414673392443989,0.8035965278249773,0.5914035043662975,0.6837009495259321,0.8544146716375304,0.670546061463165,0.6727118847588137,0.6496198748201125,0.5494604454334303,-0.016099427705673873,0.3851736761112861,0.1360735445604982,-0.20243816777621426,-0.15330118772745396,0.7931781691961924,0.5635183056244816,0.8161344247818977
贵州茅台,0.19386501137863893,0.5644828227213401,0.6712076221056233,1.0,0.5326190864319668,0.47464955766643463,0.23092797668881132,0.2646538868897159,-0.023242243225021254,-0.23279893975729443,-0.2606110362589354,-0.3152011713020523,-0.22053892771365155,-0.24523541015242747,0.7494062669145682,0.5719552134843209,0.5867873875658729,0.8165877063586301,0.4626662370691045,0.5506381902222375,0.6312157451193127,0.46509874652337163,-0.0601230131039865,0.42599841238368136,0.19864271789349472,-0.23247024827247748,-0.16622541900144605,0.7634937451065555,0.5481868146573129,0.8185567185226086
宁德时代,0.014712371492255854,0.46961928582955903,0.6129424334925712,0.5326190864319668,1.0,0.648205064016039,0.1647152010172813,0.13627518505744213,0.1603770634458481,-0.2754956581018495,-0.2219085690239027,-0.2299824518249345,-0.14639409960832916,-0.14663997324916897,0.7324203004372801,0.5892166665031623,0.8159828127510027,0.6366223772734414,0.35500654892280337,0.5775149057975365,0.6951163065582666,0.27989917755315047,-0.05513052746362565,0.30442875164398814,0.03722283377549036,-0.23458513936561456,-0.22746273244979187,0.7023519921635007,0.5538759937827235,0.5966434426096437
比亚迪,-0.0740346479905718,0.39863659052088,0.5460415163025674,0.47464955766643463,0.648205064016039,1.0,0.1299056483041874,0.23254065008669242,0.14634393768085316,-0.24601467613681555,-0.2143422943894515,-0.18592498324112286,-0.12173748563038798,-0.19991570422615818,0.6537944048772799,0.5961669966470349,0.678813810507201,0.5651167366561628,0.23394582980509523,0.5053792530009558,0.6220539022390414,0.22950307322967572,-0.014952248676612795,0.26910904618565523,0.08166461504160305,-0.2498047221759778,-0.21775420154864628,0.64687404187663,0.585706109592548,0.5605457079227051
中国石油,0.40716302473448795,0.39980791581407565,0.32331631322816035,0.23092797668881132,0.1647152010172813,0.1299056483041874,1.0,0.5898391603604557,0.11088930041312088,-0.11096418205820878,-0.054911346327949424,-0.06253039357879238,-0.057582292360462396,-0.047880076257878,0.39325968458046684,0.23683317154078362,0.2317958436349748,0.48091692803350045,0.48404386313726006,0.1407742474533096,0.176426252151042,0.6789157850823964,0.2588379569355852,0.36924135722833124,0.021964534747196913,-0.055005643207926044,-0.0022575170557479827,0.3767937605436106,0.2083048559236022,0.4598526259631529
紫金矿业,0.19211740614418205,0.3339523017725506,0.3066471021444173,0.2646538868897159,0.13627518505744213,0.23254065008669242,0.5898391603604557,1.0,0.01867210465097367,-0.15641018415917182,-0.10152616910431853,-0.09426804754761207,-0.13610286424300305,-0.09258198071397253,0.4299627465607653,0.3514807740547029,0.26137158375476544,0.4785698919360366,0.34571007912401736,0.24286622542808603,0.20828039413795996,0.5193655203369527,0.5091538668149992,0.3344689747125212,0.06594897886039633,-0.1326941258928418,-0.07391252831075872,0.43001736449360234,0.32959419377134086,0.46505145952252314
企业债指数,0.08049436352959802,0.1195434377030542,0.13274142730982705,-0.023242243225021254,0.1603770634458481,0.14634393768085316,0.11088930041312088,0.01867210465097367,1.0,-0.09144463571958149,-0.010848579731218323,-0.01758400223838157,-0.05977794466274031,0.006081966550375813,0.0955069898994676,0.010663949718587858,0.13465347875616074,0.07191334713077896,0.14608939693148504,-0.004205189655460142,0.12047288548452743,0.07800215636480252,-0.08575462713394748,0.03595549034891402,-0.02361471081241171,-0.008294170076202978,-0.07159484533997015,0.07555227678218071,-0.002265087794711632,0.05211522354799054
国债ETF,-0.0039048549291128987,-0.1913289932927867,-0.24075507969596519,-0.23279893975729443,-0.2754956581018495,-0.24601467613681555,-0.11096418205820878,-0.15641018415917182,-0.09144463571958149,1.0,0.854899971373043,0.7326293426721038,0.6530349840895054,0.7514951382954408,-0.36942355717600517,-0.3596966387192589,-0.3675169298066657,-0.3427956604123489,-0.1694686485373033,-0.3179293977327288,-0.35695478786618345,-0.17389631953567222,-0.02417826316455556,-0.2798191875571052,-0.01834428372700273,0.8058385125590315,0.7921405531299763,-0.36896154155901856,-0.3631195416639001,-0.3380575955285495
十年国债ETF,0.0393180251565184,-0.1541216706566319,-0.2056462143887268,-0.2606110362589354,-0.2219085690239027,-0.2143422943894515,-0.054911346327949424,-0.10152616910431853,-0.010848579731218323,0.854899971373043,1.0,0.7639622545153483,0.634587846746924,0.7976007238257812,-0.34474645125569114,-0.34906456962710614,-0.3178347449755715,-0.31507365698600603,-0.11555299145298717,-0.3051712660500877,-0.32281612926627556,-0.12722517620712046,-0.005039141198856621,-0.21880871890319142,-0.03181516000047315,0.8459243238931116,0.749597324539205,-0.35235348310625497,-0.3550882220408997,-0.33196621021558226
短债ETF,0.009424015502291811,-0.17833740848659016,-0.24633596042045744,-0.3152011713020523,-0.2299824518249345,-0.18592498324112286,-0.06253039357879238,-0.09426804754761207,-0.01758400223838157,0.7326293426721038,0.7639622545153483,1.0,0.857174861033558,0.6457605225096578,-0.3796599451007904,-0.37413330826200447,-0.3615043193912308,-0.3600701797779009,-0.155238613986256,-0.368313909949784,-0.3839028611752409,-0.13757271991052505,-0.05924999899605792,-0.22662448526827136,-0.026517242337850622,0.7067590419870194,0.6549041054299622,-0.3838850706344514,-0.3783798946692506,-0.356520084425079
五年地债ETF,-0.012787076045244398,-0.1726000304333855,-0.20089570907990878,-0.22053892771365155,-0.14639409960832916,-0.12173748563038798,-0.057582292360462396,-0.13610286424300305,-0.05977794466274031,0.6530349840895054,0.634587846746924,0.857174861033558,1.0,0.556427981657225,-0.2910362940531205,-0.27232086694186664,-0.24974341467848304,-0.2937376416863584,-0.1722799454965647,-0.26287847276092696,-0.25154568790785287,-0.14086170258054634,-0.13017453404481485,-0.19957440704305857,-0.046315682406792284,0.6196356030429349,0.5928633666072619,-0.30060663787934166,-0.2769958024936553,-0.29275240778221745
