,工商银行,建设银行,农业银行,招商银行,兴业银行,平安银行,中国平安,中信证券,中国人寿,万科A,保利发展,贵州茅台,五粮液,伊利股份,海天味业,恒瑞医药,药明康德,迈瑞医疗,宁德时代,比亚迪,海康威视,立讯精密,中国石油,中国神华,紫金矿业,三一重工,中国中免,美的集团,中国移动,中兴通讯,沪深300指数,中证500指数
工商银行,1.0,0.9137574342257416,0.8917003595507985,0.5378018961854116,0.5825031573102373,0.46689707527994795,0.3031623651002856,-0.08577287784177502,0.25232844371340635,0.005144619742647486,0.03977083783378058,0.19386501137863893,0.10061083587491139,0.16954140883844537,0.04347304595412704,-0.016212410508164406,-0.24213410699169194,-0.017096933236865598,0.014712371492255854,-0.0740346479905718,0.0016222147662073396,-0.08229714059397772,0.40716302473448795,0.5169107972669873,0.19211740614418205,0.04823429187766181,-0.058850588132823435,0.21151476255299906,0.5125445002968412,-0.11790401267449507,0.16670997862119258,-0.08424989811919532
建设银行,0.9137574342257416,1.0,0.8674940330199203,0.5401625273208326,0.5732533473179436,0.4748934485087708,0.30926149567338374,-0.059162649587368686,0.30185264599624795,0.002796504483684667,0.023949518688046515,0.17237099325711205,0.10038912327819564,0.1527917534227467,0.05239347970281836,-0.0019311016427509796,-0.20374053680594742,-0.00016126243567642968,0.04978551190420702,-0.019036881912700497,0.04138735020572582,-0.013019135763520031,0.42675288382513865,0.5069140030338323,0.21552986188667045,0.11033191326030282,-0.03499642679387834,0.2796726401389897,0.5349101312069849,-0.03239770561449274,0.22381797698963002,-0.014794229623203531
农业银行,0.8917003595507985,0.8674940330199203,1.0,0.44786717435228945,0.5166470869286797,0.39029382758534803,0.21975849512787018,-0.16568860300204247,0.22676957682734095,-0.08605591301228661,-0.04491942524624247,0.07276743107251,0.0019578227692149926,0.04916442839361718,-0.032365087921745604,-0.053301736616919934,-0.25029430124617497,-0.09035401189966945,-0.05199690922712684,-0.12663433191501094,-0.05825776623292552,-0.12231176066909849,0.4272300992509489,0.5120106018312781,0.1846148558734121,0.0240389938565514,-0.11705172059113685,0.17751280626932436,0.4722923774188558,-0.12799867384916844,0.09919141855285239,-0.11520853001657169
招商银行,0.5378018961854116,0.5401625273208326,0.44786717435228945,1.0,0.8149400414046326,0.8167935443641299,0.7751381146914023,0.30910944874580665,0.6847402435700499,0.4783000593247485,0.4479815103284008,0.5644828227213401,0.5449962341682426,0.4741609162369021,0.5497951815552666,0.34744613651002015,0.21059269486632626,0.3645355355856621,0.46961928582955903,0.39863659052088,0.43849983556274225,0.3273126040958694,0.39980791581407565,0.2828527593926574,0.3339523017725506,0.45289381447613947,0.4332464968102404,0.4270963563365744,0.2949263370343092,0.24844034463742373,0.6536316841810744,0.3978987377853037
兴业银行,0.5825031573102373,0.5732533473179436,0.5166470869286797,0.8149400414046326,1.0,0.8065330842220141,0.7319920693494532,0.25739206616924487,0.652108314089984,0.47157901743158437,0.4402766400439036,0.4807893905332347,0.4563120789868666,0.44091322157445784,0.4853487758784149,0.27336106438165314,0.13682490461592983,0.2992282546790256,0.394025730931832,0.32318890645857196,0.4062085734244159,0.26271943871539183,0.3954306742810571,0.3701504707294714,0.31026444448017326,0.39275617976334914,0.37338071037927084,0.41443278890398305,0.36772677489730143,0.24673461234503508,0.5955445015058421,0.34498264517724797
平安银行,0.46689707527994795,0.4748934485087708,0.39029382758534803,0.8167935443641299,0.8065330842220141,1.0,0.8008527773377865,0.39871613598833777,0.7136385009093126,0.5803966994410041,0.545361056813516,0.5869651278306112,0.6375001020582068,0.5547172986845611,0.6122266112777888,0.39741088394847723,0.2734864324245646,0.42810757692072304,0.4870716182492175,0.39582159462853383,0.48354911279396384,0.3575662260854528,0.3981622342852994,0.29227226590594557,0.3240847807802858,0.4906704991740707,0.5349999041748909,0.41628868618752607,0.2598966771089815,0.3640463961321737,0.7325046289467536,0.5293799956066126
中国平安,0.3031623651002856,0.30926149567338374,0.21975849512787018,0.7751381146914023,0.7319920693494532,0.8008527773377865,1.0,0.5610720702352513,0.843989991205018,0.6177985481536665,0.5704590739062243,0.6712076221056233,0.701411389926696,0.6089211636045772,0.7376444559992249,0.49619853073073433,0.3749901800671845,0.5905384679805202,0.6129424334925712,0.5460415163025674,0.6245144811119359,0.40078027233160757,0.32331631322816035,0.20985374050436525,0.3066471021444173,0.5072996357435069,0.6585432265493348,0.40006827100545944,0.20300884069920477,0.4059672624001551,0.8155452779186275,0.6243523011286206
中信证券,-0.08577287784177502,-0.059162649587368686,-0.16568860300204247,0.30910944874580665,0.25739206616924487,0.39871613598833777,0.5610720702352513,1.0,0.552275225228803,0.5288190778763554,0.43391825764130254,0.5096655246586431,0.559285611955534,0.5053383479462819,0.6147055796594708,0.4581929317587842,0.4972476062590482,0.5474054694939111,0.48277616881032226,0.42981152109015647,0.5504719439410729,0.3723637572835492,0.05548220631319969,-0.09461098459849787,0.1598538258368498,0.32300435501099606,0.6463583655066368,0.1852367249133048,-0.02827063066381892,0.4768042675020363,0.6954107425091324,0.6827420382500666
中国人寿,0.25232844371340635,0.30185264599624795,0.22676957682734095,0.6847402435700499,0.652108314089984,0.7136385009093126,0.843989991205018,0.552275225228803,1.0,0.5419203900442158,0.48253952204054706,0.5396723368937074,0.5990327118939397,0.4883643252770578,0.6627914433639682,0.49216163386013206,0.33085686320492946,0.5491404103717653,0.5950192817655983,0.48464191961705866,0.556601703635069,0.37645281954681453,0.30454119336239427,0.1821342040201413,0.28313217839721816,0.4560091991817369,0.5825202975645962,0.39261018700888606,0.21328008465478615,0.38597292047292914,0.7492887874097859,0.5673429121812228
万科A,0.005144619742647486,0.002796504483684667,-0.08605591301228661,0.4783000593247485,0.47157901743158437,0.5803966994410041,0.6177985481536665,0.5288190778763554,0.5419203900442158,1.0,0.8753331038137987,0.507783274414163,0.616556016673944,0.5238534765849506,0.5939498527986266,0.3964546589769943,0.34132507727606903,0.45107219222989164,0.45142542613984293,0.4106044983810223,0.48001523197083185,0.33557962610925485,0.12009501203378672,-0.03885297782345175,0.20821995591341566,0.4371197124035367,0.6619234676780155,0.19904892231263485,0.010274062853567963,0.32763989391065484,0.6365911871628973,0.5970512472090718
