,ann_return,ann_vol,sharpe,max_drawdown,cvar_95,calmar,skew,kurtosis,n_days
τ=126,7.76,14.73,0.5267,-14.32,-2.0238,0.5415,-0.1537,11.2419,600.0
τ=189,11.42,14.77,0.7732,-12.82,-2.0706,0.8905,-0.2726,11.4263,537.0
τ=252,19.6,15.27,1.2831,-12.16,-2.0884,1.6119,-0.2396,10.6185,474.0
τ=378,16.52,15.95,1.0355,-12.96,-2.2368,1.2745,-0.2734,11.4327,348.0
τ=504,16.69,11.66,1.4312,-8.05,-1.7132,2.0746,-2.0779,16.4076,222.0
