date,工商银行,建设银行,农业银行,招商银行,兴业银行,平安银行,中国平安,中信证券,中国人寿,万科A,保利发展,贵州茅台,五粮液,伊利股份,海天味业,恒瑞医药,药明康德,迈瑞医疗,宁德时代,比亚迪,海康威视,立讯精密,中国石油,中国神华,紫金矿业,三一重工,中国中免,美的集团,中国移动,中兴通讯,沪深300指数,中证500指数
2023-01-04,0.011534153245286545,0.008841790581461012,0.010291686036547506,0.028074781048111855,0.016741462437577206,0.03916484879193606,0.028848154337658128,0.012484556662245277,0.02767877891569442,0.045047830921755995,0.03817257350502981,-0.002894341271833001,0.0023541292190310606,-0.003916454092235273,-0.008921127108645533,0.008548167580745867,0.011078085173154386,0.022515677819734636,-0.014554641987439589,-0.005311995246111235,-0.01084895555112657,-0.10529001616891832,-0.004000005333346351,-0.010046729644330501,-0.022084430910294092,0.015698909543103833,0.004706329602069492,0.03541030755952921,0.019543699392526055,0.019477415432912554,0.0012976738325117976,-0.0005782664925957851
2023-01-05,-0.006904515346544487,0.0,0.0,-0.003888533739692369,0.0011061948030665315,0.011111225425070849,0.008208541883907345,0.01428947694281159,0.005286821724588696,0.013541873607911637,0.021001389534387883,0.04310921862584979,0.05648637080390243,0.03091038103397607,0.03772108777851552,0.019918942530825084,0.06298616673765073,0.005324159147436443,0.0593968783418049,0.022817579651961833,0.012597207744655907,0.035662425523875906,-0.002006018726865632,-0.0046990869045823325,0.00869990987554589,0.01790723985583202,0.04894289827625119,0.02135181428300894,0.008414816211556606,0.0,0.019241260364231842,0.009698428959552764
2023-01-06,0.002306806097915092,-0.001762114993399221,-0.003418806748785609,-0.0031217507141848666,0.0005526388645764054,0.00962206736406225,0.016418733074226557,-0.0014687885137501066,-0.02401396077528631,-0.005706889678093052,-0.014158439037483499,0.0015368528617410537,0.007695183706257649,-0.001269035703304933,-0.008288380991397039,-0.006086754779893941,-0.004557373730450121,-0.006423837209712736,0.02220506924311564,0.00421623874098511,-0.017621601349819445,-0.018884681390527323,-0.0020100509280243342,0.0007243752580417016,0.003842463901545039,0.009744291474678141,-0.005459764544572193,-0.0165262666859815,-0.007188908545938274,-0.016781476962003543,0.0030972164148969136,0.0003910913106655545
2023-01-09,-0.0023068060979150595,-0.0070796755880618,0.0,0.0108837560496741,-0.001105583307749644,0.012236726448436866,0.023249929538985914,0.011690342585288402,0.006460318565645883,-0.023158929762029476,-0.018142505750837694,0.020538613905389205,0.028060028068216645,0.0031695747612790395,0.011659381124762362,0.006086754779893921,0.02057034556562817,0.0016961401182903478,-0.00014401267336415044,-0.010650049678937132,-0.020353890324837517,0.008284479553001803,0.0020100509280243217,0.002892265212146717,0.09242971693897067,0.026907452919924187,0.004485407764355439,0.0018497970498441531,-0.001634877748341296,-0.013942905969012638,0.008063783032646063,0.004514149131649061
2023-01-10,-0.006952519314881641,-0.0053428444104954695,-0.0034305350967892482,-0.014276686356682975,-0.01673212487827203,-0.02462504730538918,-0.033962513036357715,-0.010221554071538252,-0.023619938848472053,0.001064396055786501,0.0037807228399061523,0.007170623177959351,-0.0032726558151699022,0.028390613722947478,-0.0009976307100027244,-0.004307621002683345,0.0015649455463032868,0.029226022116539484,0.03629905941723875,0.012114041381695717,0.008131350328946574,0.01906765293662421,-0.00402415029972538,-0.00943061033560825,-0.00262582207766755,-0.004138344658648113,0.027533094359989272,-0.011337357752682978,-0.0038251412760433776,-0.005867413664445198,0.001084378267956015,0.0013695044413561028
2023-01-11,0.002322881416139507,0.007117467768863955,0.0,0.01736469704525945,0.011185798957715801,0.015802458690210082,0.02982905571925057,-0.004904374715089653,0.016078831201667587,0.010055654988290934,0.024232313387767806,-0.005135979284639812,-0.0058560808439820245,-0.0018472911657150416,-0.015718651203733343,-0.023899377259326487,0.00033502708448938847,-0.010324688459285806,-0.00962954897584312,0.008962306525882842,-0.013589217121682385,-0.009828921697419633,0.0020140993717011856,0.049067787713691476,0.00698692798668016,-0.009523881511255479,-0.014677409693019797,0.01851904776723753,0.016695331796578262,0.030902420353765815,-0.0018543252239770138,-0.005660604905557094
2023-01-12,-0.0023228814161396385,-0.005333345975362617,0.0034305350967892222,0.003334618967890512,0.003885655735415716,0.0,0.004133457317107247,0.005882369903066392,0.003508302073637064,-0.020750944105038863,-0.024232313387767858,-0.00595280301999572,-0.003664614800757474,-0.006802747322752523,0.0012666246151929834,-0.017314178590255174,0.015071207253788422,-0.00903303797235942,0.013095756952329188,0.03042574843208005,-0.0070175726586466465,0.0034002072881694576,0.01398624197473987,-0.000694203429475795,-0.006110887632800149,0.0017926506145199274,-0.015784464217784417,0.004941897126431504,0.022098875878067043,0.011722577045863642,0.0019527653292073786,0.00018797211923063435
2023-01-13,0.009259325412796726,0.005333345975362603,0.006825965070399891,0.015500246805955006,0.009922903911681692,0.018906707681805,0.027892569402301295,0.014074486153227088,0.024745176389694944,0.009630893060961366,-0.00441223533326506,0.028488892552140127,0.02648316623124086,0.011107797022123876,0.04104475451753116,0.038416351228520676,0.000879507532507551,0.027644186255791972,0.013745920904635354,0.0046053186381530085,0.029564747562428148,-0.007495776152906427,0.009871748479154091,0.006230549750636163,0.01131923273993831,0.015990864874152647,0.015346923191333586,0.021315835962304325,-0.0066050438279240415,-0.006411487171455707,0.013966188302980416,0.007024493346750807
2023-01-16,0.0,-0.0035524016043676607,-0.01025650016718911,0.020217835796124264,0.0,0.008658062743114751,-0.004978945559445672,0.03736542505153522,-0.016428562391357312,-0.004268949919576002,0.008178718128741925,0.013632148790057627,0.03920521840600025,0.024550407133184553,0.033099383347483864,0.09375794206983336,0.07594302211305626,0.03288537748374229,0.01609279422984507,-0.017307358405536814,0.030158924592184805,0.018299392374285177,0.003921573653181644,-0.012500162764231494,-0.0034692142340113094,0.0,0.01864350552302322,0.03079873875611973,-0.021975961431896833,0.013902158900613281,0.015486051273287112,0.011242361574251455
2023-01-17,-0.0023068060979150595,-0.003565066164496257,0.0,0.005175612292584886,-0.0016469946078218986,-0.007321164148273019,-0.011391184087409873,0.004169568236724831,-0.036179656577502356,0.002136752949735242,0.0056232575543622605,-0.002564842150376116,-0.017881174063598786,0.010424517335884207,-0.006840455968908379,-0.022272635609123178,-0.026002290377755696,-0.00748671308641796,-0.0022863813421071396,-0.014012991578898732,0.0023048123138690595,0.04143966805915514,-0.005888142625222375,0.0013966482717210399,-0.01929884457222056,0.009356793410881093,-0.007805296315820088,0.0051858370323654155,-0.0051616523184418485,-0.0101257193671628,-0.0001745213250770172,0.001054245441054226
