,工商银行,建设银行,农业银行,招商银行,兴业银行,平安银行,中国平安,中信证券,中国人寿,万科A,保利发展,贵州茅台,五粮液,伊利股份,海天味业,恒瑞医药,药明康德,迈瑞医疗,宁德时代,比亚迪,海康威视,立讯精密,中国石油,中国神华,紫金矿业,三一重工,中国中免,美的集团,中国移动,中兴通讯
海康威视,0.033047999657203335,0.06362721779036935,-0.013576308966532455,0.2528498691672182,0.2258221451806409,0.23602599641688984,0.30409201733208024,0.3022379601842165,0.2732710083917472,0.23572929494612435,0.16956730729484104,0.23649813575398074,0.2849840700922282,0.23055392405088893,0.31185238655072667,0.19819172988737055,0.24289006576803987,0.08379760656404962,0.2166203670482291,0.24358850537234694,1.0,0.38302237495163727,0.024782500451872212,0.07686686122042784,0.19956246826230714,0.2703328139132681,0.33495503208017946,0.16941440467487606,0.14971642022585388,0.3771081890890364
立讯精密,-0.0693382746779413,-0.06768111854535268,-0.09806171395911117,0.10643398666373981,0.11538429796956559,0.07427346765610215,0.10244780575085047,0.20546795295355397,0.05685267104720891,0.09566649320792703,0.052771410372392025,0.17052964804997234,0.20392395692798615,0.24473091284006632,0.21697353375901682,0.10103197424343714,0.28960063623988375,0.08644887237214231,0.22214967673066177,0.20930430308506273,0.38302237495163727,1.0,0.013705811089417416,-0.022391964960592835,0.1758303124246548,0.18089497906866953,0.14220316894298263,0.14358136122536944,-0.020409582851158244,0.3067258123667889
中国石油,0.44742400048477543,0.497348763744097,0.48319914009325543,0.34918062372814995,0.3413903422048601,0.3394854317447302,0.3231789858727285,0.2944809120077458,0.2541286522837469,0.10429788654735428,0.1216956074607512,0.09088481405843135,0.07742281309786007,0.1909439301373294,0.07074034519592816,0.02002618375815269,-0.005602732447494287,-0.10315026248110787,-0.07064594795549009,0.0552359359876524,0.024782500451872212,0.013705811089417416,1.0,0.4863952954285192,0.3047062580457449,0.16278940792067934,0.052201284714831236,0.2019171537728612,0.3791985817589828,0.08811422274292645
中国神华,0.3581656250922029,0.41782294429592115,0.3685592750151254,0.30849668088785365,0.31075325226658235,0.31573877534223077,0.28711185127482347,0.2139231437030843,0.23357041424483618,0.1214645024566107,0.15326025071727753,0.10047484882839501,0.09540860420879163,0.17092799386106958,0.040375700640450075,-0.003655797404532503,-0.02079795694831972,-0.06741039996671362,-0.0988627339108571,0.05062488005390833,0.07686686122042784,-0.022391964960592835,0.4863952954285192,1.0,0.2914561575974713,0.16335730619948824,0.03899127782255043,0.20666836508961156,0.2285049474955893,-0.00019944251880770915
紫金矿业,0.10119627429092408,0.09247028616627753,0.1403907913385671,0.28859500186986514,0.192473272298491,0.30009002886387665,0.3775103892156428,0.2571233158531019,0.2547831865362089,0.1316662426403861,0.0940904029322954,0.22923760804567578,0.313872200057812,0.22406438948239402,0.19430831073297503,0.059900031348111525,0.14088861876020822,0.11779520320946689,0.09326591111204884,0.18000274162123378,0.19956246826230714,0.1758303124246548,0.3047062580457449,0.2914561575974713,1.0,0.34011917567668015,0.23100732440802704,0.2536166597232073,0.1989901233756746,0.11109364494841188
三一重工,0.08611427568249767,0.08271122701950503,0.07064399436551612,0.47602924105109806,0.3532839618947503,0.5126434896262068,0.47741223681016526,0.45422575001591675,0.387480679472904,0.4168845028815494,0.3140103133802379,0.3987889572718312,0.4868942595736648,0.34301072575840313,0.4048732906872043,0.16108052921584046,0.2072258036774071,0.10913133129555845,0.31758205210357887,0.25620528730077774,0.2703328139132681,0.18089497906866953,0.16278940792067934,0.16335730619948824,0.34011917567668015,1.0,0.4591919858214667,0.42518206019172267,0.14295995685549062,0.18219808260873185
中国中免,-0.01699462368389387,-0.01675904446898555,-0.028738741256484943,0.41084465166332185,0.2819492341922742,0.4175122567068736,0.3894639314066857,0.3942558264630446,0.269688808835973,0.4598522909001864,0.3248687954729112,0.532943562653431,0.5768537418649173,0.43804064596988185,0.5536379351346613,0.23388222437977849,0.4264533728218835,0.25324859933018135,0.49462919521948506,0.3888829006620221,0.33495503208017946,0.14220316894298263,0.052201284714831236,0.03899127782255043,0.23100732440802704,0.4591919858214667,1.0,0.3654738923156151,0.006388248582905162,0.1547930720049904
美的集团,0.14082743303558903,0.11152274672897172,0.13312337974170618,0.39160361774962027,0.3462943631158359,0.4291821255594739,0.4422868120463418,0.38127765211152365,0.3581329219497169,0.415491641726763,0.3355405907445083,0.3719062434471108,0.37242448400217265,0.3606946609588386,0.33482476621335566,0.2515954804736199,0.1964532830234452,0.22362247135603688,0.13004226677215142,0.2568391445383833,0.16941440467487606,0.14358136122536944,0.2019171537728612,0.20666836508961156,0.2536166597232073,0.42518206019172267,0.3654738923156151,1.0,0.10754326976780298,0.09998945524659673
中国移动,0.285771279264871,0.2838771921406761,0.25261999829346304,0.13305648129167896,0.1737654695879548,0.17252293335744923,0.24626429443680523,0.15379894589186457,0.2866157871460842,0.020584238333928462,0.013617270958842104,0.035813414342717086,0.04037802938956057,0.09110369561060887,0.07555215559432994,0.021552370468394425,-0.00621850273114114,0.014123192138929755,-0.06661134809914086,-0.008078098484092666,0.14971642022585388,-0.020409582851158244,0.3791985817589828,0.2285049474955893,0.1989901233756746,0.14295995685549062,0.006388248582905162,0.10754326976780298,1.0,0.35655053760151834
中兴通讯,0.056856823279991475,0.07241959978332126,0.07278796551275278,0.11274811684279312,0.170915080299899,0.12262111281501528,0.18648772993186202,0.1874328080770084,0.2467381030724283,0.19075559665004085,0.1276168910809886,0.08728595566500919,0.1050255229621739,0.09449804575843393,0.17754267470648533,0.14699180871070205,0.13173224458027463,0.09876005588801078,0.0857831614839305,0.07369865051592579,0.3771081890890364,0.3067258123667889,0.08811422274292645,-0.00019944251880770915,0.11109364494841188,0.18219808260873185,0.1547930720049904,0.09998945524659673,0.35655053760151834,1.0
