,ann_return,ann_vol,sharpe,max_drawdown,cvar_95,calmar,skew,kurtosis,n_days
PMFG,5.92,2.91,2.0328,-1.24,-0.3904,4.7576,-0.1183,3.4659,474.0
MST,5.59,3.21,1.7435,-1.6,-0.3969,3.4886,0.3778,5.4518,474.0
GLASSO,4.24,1.55,2.7316,-1.13,-0.207,3.7559,-0.0599,1.462,474.0
