,工商银行,建设银行,农业银行,招商银行,兴业银行,平安银行,中国平安,中信证券,中国人寿,万科A,保利发展,贵州茅台,五粮液,伊利股份,海天味业,恒瑞医药,药明康德,迈瑞医疗,宁德时代,比亚迪,海康威视,立讯精密,中国石油,中国神华,紫金矿业,三一重工,中国中免,美的集团,中国移动,中兴通讯
保利发展,-0.016623301369829847,-0.037215046495837,-0.006802730271324543,0.07016129579366173,0.12233383320192438,0.21804393339102063,0.32380151943360164,0.3976944216406579,0.34230021552159867,0.7113194146635736,1.0,0.324621317736499,0.3984778160441361,0.32931444443928126,0.42799872381429893,0.15643472778181808,0.09904947077047349,0.2787854109924479,0.2047296533013026,0.22650228401189926,0.22452453133384911,0.03991094793876592,0.0689413447713941,0.14352850057470742,0.185738172536611,0.26881904944098456,0.43503437806743944,0.18728780738539377,0.0870754289514096,0.16660122829343435
贵州茅台,0.14815984501480542,0.08048054852279944,0.13479028209672525,0.3021212314640265,0.2750034872055451,0.24225825122457997,0.4462597830945819,0.3846467682154409,0.4480369516620414,0.3241217855693448,0.324621317736499,1.0,0.656907261127564,0.45331252813115963,0.45286887975209045,0.17780848183832662,0.16209814939916806,0.2536989908218336,0.33422965941982086,0.41300207833438374,0.22460791018013052,0.09433969335988199,0.20282676519671128,0.1749191993624051,0.0953403480697229,0.24763802443780364,0.2895599478389076,0.3162541109753433,0.16057671936100176,0.10643538577568624
五粮液,0.10120650821855419,0.049172936683515175,0.07315784285747445,0.24739359223800492,0.21178673642216336,0.2731609347843892,0.4460013724800445,0.3868858525098155,0.4378171903087458,0.3883315808724697,0.3984778160441361,0.656907261127564,1.0,0.4710908727671691,0.48621503047566583,0.21400039715353575,0.1943003338531102,0.2940277784983476,0.30849676183032543,0.3265862142958326,0.26479658656749216,0.09390249221599943,0.1720497348350231,0.1872599230751931,0.13698274864387394,0.2368935021859067,0.36277993040277723,0.3197779958981881,0.17540052903863643,0.10955382942401012
伊利股份,0.10558431262672666,0.04956840785176438,0.07080691755409944,0.19452924027753019,0.18997377852428945,0.23513922273910204,0.3173523394510091,0.2587105109659813,0.33837274728348354,0.24450699429544578,0.32931444443928126,0.45331252813115963,0.4710908727671691,1.0,0.46032514918287293,0.12228331855995102,-0.00366188988586368,0.20718091876679703,0.14943668676293484,0.21064171344976582,0.15849059576932184,0.033731243117113424,0.19886277901645363,0.2506132006872569,0.07713035737841487,0.13733655501873548,0.3309137447392651,0.26218108232415405,0.17615307159794144,0.054277897146965313
海天味业,0.09083627750325968,0.019875049150420813,0.1169280886454328,0.1696899616610813,0.1634297424686449,0.1727574646240182,0.37014063484254967,0.3471583986008896,0.405679092647946,0.321812434746034,0.42799872381429893,0.45286887975209045,0.48621503047566583,0.46032514918287293,1.0,0.21054449318836876,0.14514770135670424,0.31326446291433274,0.29851303338473173,0.3221339425738642,0.25332022486564887,0.04598240961393966,0.2074898511682774,0.29323739385127484,0.21968277319094606,0.22464510368088755,0.36814451471515885,0.27557250805550443,0.16052140207820997,0.12753110674512896
恒瑞医药,-0.08362819988908533,-0.08281514495043843,-0.030430498152522096,-0.06734684849842637,-0.009776062822951211,0.09302394011854198,0.21514397447799313,0.21857873736050829,0.21223986803344033,0.18376434580082873,0.15643472778181808,0.17780848183832662,0.21400039715353575,0.12228331855995102,0.21054449318836876,1.0,0.5148738183393314,0.31440879139488626,0.4610201039031977,0.323343562221273,0.1989172961332311,0.19273424759215843,0.0716706290058625,0.010164057361853537,0.2612012631996059,0.14635029165533783,0.1409227804141976,0.027662903247371154,-0.02257233859809891,0.24037586662894753
药明康德,-0.14444644063221027,-0.14626698390133416,-0.11595220783424437,-0.018440220829786885,-0.06934453798347956,0.04646684671549995,0.24148888809608632,0.3449062924070348,0.22629550219927824,0.20639512414280692,0.09904947077047349,0.16209814939916806,0.1943003338531102,-0.00366188988586368,0.14514770135670424,0.5148738183393314,1.0,0.3452975540367571,0.47236799571843013,0.37981038959037544,0.34073504558084466,0.3673204992571575,0.012934281657437603,-0.10744686567862813,0.3374831998542255,0.18873555455584864,0.11531107994637207,0.07551445685167896,-0.028281834377250743,0.3428953909983117
迈瑞医疗,-0.048396206426621693,-0.09766226101432351,-0.00419611965683693,0.06563960252262058,0.10334279753246378,0.14775814194657685,0.3066425653805793,0.34443514660621183,0.3116897703969841,0.2530337387780491,0.2787854109924479,0.2536989908218336,0.2940277784983476,0.20718091876679703,0.31326446291433274,0.31440879139488626,0.3452975540367571,1.0,0.3193767708371974,0.3291547332623409,0.3596225824045788,0.3285648629694404,0.11200529892711704,0.08568956556547873,0.27881560753137846,0.15450503314794392,0.20872128560216646,0.11887511324401129,-0.013398331840988854,0.2803096632309115
宁德时代,-0.022917846621951947,-0.11100389860236809,-0.0071318515381000825,0.13407244361660856,0.09546503625037518,0.15327514073073348,0.35300739075432497,0.4245427118981368,0.35881081019175665,0.2331482891684637,0.2047296533013026,0.33422965941982086,0.30849676183032543,0.14943668676293484,0.29851303338473173,0.4610201039031977,0.47236799571843013,0.3193767708371974,1.0,0.5535619917693481,0.31870352550856035,0.3908784325407709,0.1438503069424462,0.06943201638370589,0.4406637884277522,0.3094518141198321,0.17532154630991023,0.1879680191195827,-0.038841351410011854,0.19961697316370383
比亚迪,-0.02718250884949993,-0.09759242364677452,-0.027817506518130145,0.16185148016484652,0.1785252924130834,0.09306772579434268,0.31556220315844485,0.4329739265093161,0.3389751800144332,0.24577289183032663,0.22650228401189926,0.41300207833438374,0.3265862142958326,0.21064171344976582,0.3221339425738642,0.323343562221273,0.37981038959037544,0.3291547332623409,0.5535619917693481,1.0,0.3980286684595596,0.3590114189450452,0.0726002488238307,0.02659681763496708,0.294772450618185,0.2935542379110419,0.2747040861317739,0.18822126611943613,-0.023713639077219746,0.27556001388104884
海康威视,-0.03316892853499914,-0.06828316787966661,-0.0171461330940248,0.06432086158437672,0.05956049509344408,0.11977985322267136,0.259553822575861,0.4189656504354108,0.2904015486592792,0.18983767839392035,0.22452453133384911,0.22460791018013052,0.26479658656749216,0.15849059576932184,0.25332022486564887,0.1989172961332311,0.34073504558084466,0.3596225824045788,0.31870352550856035,0.3980286684595596,1.0,0.33914570764080393,0.035610310090344946,0.06426189386140446,0.37214129329741075,0.26173883837784667,0.24568363454630182,0.16820683622267912,0.05999236939435497,0.48926017684893003
立讯精密,-0.09181840087606846,-0.1454630123686378,-0.09930802650824304,0.03522997496497852,0.017666020512552973,0.03176245041017264,0.1827857903154783,0.3625059352642725,0.1975701165926603,0.17288004939374826,0.03991094793876592,0.09433969335988199,0.09390249221599943,0.033731243117113424,0.04598240961393966,0.19273424759215843,0.3673204992571575,0.3285648629694404,0.3908784325407709,0.3590114189450452,0.33914570764080393,1.0,-0.03876729512432083,-0.10324173882903506,0.23915948582349816,0.22949240010378655,0.09280407876982803,0.07611015044007198,-0.16058653281362917,0.4108744331526579
中国石油,0.30953689958350966,0.29081143128407705,0.3182444149195692,0.34630676625086804,0.2970966323456161,0.31166283941387873,0.1871373751015135,0.0790001303235824,0.2446953298970102,0.0629871806281105,0.0689413447713941,0.20282676519671128,0.1720497348350231,0.19886277901645363,0.2074898511682774,0.0716706290058625,0.012934281657437603,0.11200529892711704,0.1438503069424462,0.0726002488238307,0.035610310090344946,-0.03876729512432083,1.0,0.4541321662999786,0.19677987101275826,0.012045338200403268,0.08572282812203962,0.2525259405772391,0.19438369786909276,-0.042984271127365
中国神华,0.2459325526440676,0.23001305914837042,0.2433585445327829,0.250941357666054,0.2231913861502595,0.20678242876060385,0.13712430247432822,0.045920416651504856,0.2063554248625488,0.07147941679534943,0.14352850057470742,0.1749191993624051,0.1872599230751931,0.2506132006872569,0.29323739385127484,0.010164057361853537,-0.10744686567862813,0.08568956556547873,0.06943201638370589,0.02659681763496708,0.06426189386140446,-0.10324173882903506,0.4541321662999786,1.0,0.14866062960821336,0.18184920022883297,0.16290536480832357,0.20052269861076072,0.18701844873483892,-0.03839039419537658
紫金矿业,-0.12722709653213238,-0.08490214521888298,-0.07854424557661956,0.061469777031381345,0.024416156875943684,0.12906811486012684,0.19412108826922633,0.28301458566091225,0.18723494581835828,0.12704078999598245,0.185738172536611,0.0953403480697229,0.13698274864387394,0.07713035737841487,0.21968277319094606,0.2612012631996059,0.3374831998542255,0.27881560753137846,0.4406637884277522,0.294772450618185,0.37214129329741075,0.23915948582349816,0.19677987101275826,0.14866062960821336,1.0,0.28575215323991865,0.23529531847124316,0.1975743537925451,-0.08273742867860918,0.2325404238479613
三一重工,-0.07889933710200026,-0.07884088097323191,-0.10639531094436551,0.11743979957121234,0.05474041754619325,0.048029401246930455,0.18750001989788714,0.2896807815748745,0.1710602479351564,0.29986986629321577,0.26881904944098456,0.24763802443780364,0.2368935021859067,0.13733655501873548,0.22464510368088755,0.14635029165533783,0.18873555455584864,0.15450503314794392,0.3094518141198321,0.2935542379110419,0.26173883837784667,0.22949240010378655,0.012045338200403268,0.18184920022883297,0.28575215323991865,1.0,0.2301792049979973,0.17949657366671617,0.08653366237695598,0.1554660714463107
中国中免,-0.08963870849614086,-0.10853848726313259,-0.07541441011515923,0.02286885671210493,0.06715732402773295,0.0908618203596867,0.18749419042041043,0.3143526942982924,0.1912700160324519,0.38701950085973563,0.43503437806743944,0.2895599478389076,0.36277993040277723,0.3309137447392651,0.36814451471515885,0.1409227804141976,0.11531107994637207,0.20872128560216646,0.17532154630991023,0.2747040861317739,0.24568363454630182,0.09280407876982803,0.08572282812203962,0.16290536480832357,0.23529531847124316,0.2301792049979973,1.0,0.16541435624239176,0.07388828920947717,0.17906113514948466
美的集团,0.1895007189031382,0.1804049805506498,0.20863874361613766,0.2649262780742832,0.2688971475708562,0.23266820818689998,0.3311389980254591,0.1958534610298523,0.3111368717070267,0.16326222980814836,0.18728780738539377,0.3162541109753433,0.3197779958981881,0.26218108232415405,0.27557250805550443,0.027662903247371154,0.07551445685167896,0.11887511324401129,0.1879680191195827,0.18822126611943613,0.16820683622267912,0.07611015044007198,0.2525259405772391,0.20052269861076072,0.1975743537925451,0.17949657366671617,0.16541435624239176,1.0,0.12289960550252106,-0.027010482722544665
中国移动,0.19779739646735559,0.25210898220057737,0.17166093904937363,0.12178335910374939,0.16076808301810983,0.17087654835264907,0.09156393013570774,0.018194252978161844,0.11845254185812476,0.08113491345233079,0.0870754289514096,0.16057671936100176,0.17540052903863643,0.17615307159794144,0.16052140207820997,-0.02257233859809891,-0.028281834377250743,-0.013398331840988854,-0.038841351410011854,-0.023713639077219746,0.05999236939435497,-0.16058653281362917,0.19438369786909276,0.18701844873483892,-0.08273742867860918,0.08653366237695598,0.07388828920947717,0.12289960550252106,1.0,-0.016699719947520404
中兴通讯,-0.16882195759440283,-0.11850630785897964,-0.10126976634906597,-0.04921359176815485,-0.020468250084185464,0.03481390271667095,0.10945694691467123,0.4143495723849389,0.21715438892136069,0.13434245367318823,0.16660122829343435,0.10643538577568624,0.10955382942401012,0.054277897146965313,0.12753110674512896,0.24037586662894753,0.3428953909983117,0.2803096632309115,0.19961697316370383,0.27556001388104884,0.48926017684893003,0.4108744331526579,-0.042984271127365,-0.03839039419537658,0.2325404238479613,0.1554660714463107,0.17906113514948466,-0.027010482722544665,-0.016699719947520404,1.0
